,State,County,Date,PM2.5,CO,NO2,Ozone,SO2,total_confirmed_cases,Deaths,Recovered,Active
194,Delaware,Kent,Apr 11,6.599999904632568,,,0.04800000041723251,,255,4,0,0
195,Delaware,Kent,Apr 12,8.5,,,0.050999999046325684,,281,4,0,277
196,Delaware,Kent,Apr 13,6.0,,,0.04600000008940697,,288,6,0,282
197,Delaware,Kent,Apr 14,7.099999904632568,,,0.04500000178813934,,329,7,0,322
198,Delaware,Kent,Apr 15,8.199999809265137,,,0.04699999839067459,,345,7,0,338
199,Delaware,Kent,Apr 16,8.899999618530273,,,0.04800000041723251,,352,9,0,343
200,Delaware,Kent,Apr 17,10.100000381469727,,,0.050999999046325684,,384,9,0,375
201,Delaware,Kent,Apr 18,7.599999904632568,,,0.041999999433755875,,417,10,0,407
202,Delaware,Kent,Apr 19,7.699999809265137,,,0.05000000074505806,,417,10,0,407
203,Delaware,Kent,Apr 20,9.300000190734863,,,0.03999999910593033,,430,13,0,417
204,Delaware,Kent,Apr 21,8.300000190734863,,,0.04500000178813934,,459,14,0,445
205,Delaware,Kent,Apr 22,5.099999904632568,,,0.04800000041723251,,503,15,0,488
206,Delaware,Kent,Apr 23,7.699999809265137,,,0.0430000014603138,,539,15,0,524
207,Delaware,Kent,Apr 24,3.9000000953674316,,,0.035999998450279236,,558,15,0,543
208,Delaware,Kent,Apr 25,7.5,,,0.050999999046325684,,579,18,0,561
209,Delaware,Kent,Apr 26,7.0,,,0.041999999433755875,,625,22,0,603
210,Delaware,New Castle,Mar 23,4.230000019073486,,,0.033799998462200165,,44,0,0,0
211,Delaware,New Castle,Mar 24,5.5,,,0.03799999877810478,,71,0,0,0
212,Delaware,New Castle,Mar 25,5.199999809265137,,,0.03530000150203705,,79,0,0,0
213,Delaware,New Castle,Mar 26,9.029999732971191,,,0.041999999433755875,,86,0,0,0
214,Delaware,New Castle,Mar 27,8.300000190734863,,,0.04320000112056732,,105,0,0,0
215,Delaware,New Castle,Mar 28,8.470000267028809,,,0.03779999911785126,,130,2,0,0
216,Delaware,New Castle,Mar 29,9.5,,,0.03180000185966492,,141,2,0,0
217,Delaware,New Castle,Mar 30,8.300000190734863,,,0.029999999329447746,,156,2,0,0
218,Delaware,New Castle,Mar 31,3.8299999237060547,,,0.037700001150369644,,197,2,0,0
219,Delaware,New Castle,Apr 1,5.53000020980835,,,0.042500000447034836,,226,5,0,0
220,Delaware,New Castle,Apr 2,4.170000076293945,,,0.04479999840259552,,245,7,0,0
221,Delaware,New Castle,Apr 3,2.869999885559082,,,0.04019999876618385,,279,7,0,0
222,Delaware,New Castle,Apr 4,3.369999885559082,,,0.030799999833106995,,400,7,0,0
223,Delaware,New Castle,Apr 5,7.46999979019165,,,0.04100000113248825,,436,7,0,0
224,Delaware,New Castle,Apr 6,5.46999979019165,,,0.04479999840259552,,496,9,0,0
225,Delaware,New Castle,Apr 7,9.699999809265137,,,0.04320000112056732,,571,9,0,0
226,Delaware,New Castle,Apr 8,7.599999904632568,,,0.04729999974370003,,636,9,0,0
227,Delaware,New Castle,Apr 9,7.869999885559082,,,0.045499999076128006,,701,9,0,0
